,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,relatives,not_alone,Title,Age_imputed,Age_Class,Fare_Per_Person
222,0,3,male,6,0,0,1,0,M,0,1,1,1.5933311843101072,2.766131152026519,8
223,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
224,1,1,male,5,1,0,3,0,C,1,0,1,0.6332128881437041,-0.7827630823158106,45
225,0,3,male,2,0,0,1,0,M,0,1,1,-0.5484711686764845,0.08131551387188703,9
226,1,2,male,2,0,0,1,0,M,0,1,1,-0.7700369293302698,-0.7827630823158106,10
227,0,3,male,2,0,0,0,0,M,0,1,1,-0.6592540490033771,-0.05755426051542152,7
228,0,2,male,1,0,0,1,0,M,0,1,1,-0.8438921828815316,-0.8444829820435034,13
229,0,3,female,1,3,1,2,0,M,4,0,2,-0.9825045790393345,-0.46275881959723003,5
230,1,1,female,5,1,0,3,0,C,1,0,3,0.4116471274899187,-0.8753429319073497,41
231,0,3,male,4,0,0,0,0,M,0,1,1,-0.03148439381765197,0.7293744610126602,7
232,0,2,male,6,0,0,1,0,M,0,1,1,2.1841732127202014,1.6860329067918969,13
233,1,3,female,0,4,2,3,0,M,6,0,2,-1.8040104790479348,-1.4925419291842765,4
234,0,2,male,3,0,0,1,0,M,0,1,1,-0.4007606615739609,-0.4741635836773472,10
235,0,3,female,1,0,0,0,0,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
236,0,2,male,6,1,0,2,0,M,1,0,1,1.0763444094512749,0.7602344108765067,13
237,1,2,female,0,0,2,2,0,M,2,0,2,-1.5824447183941495,-1.4616819793204303,8
238,0,2,male,2,0,0,1,0,M,0,1,1,-0.7700369293302698,-0.7827630823158106,10
239,0,2,male,4,0,0,1,0,M,0,1,1,0.2639366203873952,0.08131551387188703,12
240,0,3,female,1,1,0,2,2,M,1,0,2,-0.9825045790393345,-0.46275881959723003,7
241,1,3,female,1,1,0,2,1,M,1,0,2,-0.9825045790393345,-0.46275881959723003,7
242,0,2,male,4,0,0,1,0,M,0,1,1,-0.03148439381765197,-0.16556408503888373,10
243,0,3,male,2,0,0,0,0,M,0,1,1,-0.5484711686764845,0.08131551387188703,7
244,0,3,male,4,0,0,0,2,M,0,1,1,0.04237085973360981,0.8219543106041993,7
245,0,1,male,6,2,0,3,1,C,2,0,5,1.0763444094512749,-0.5976033831327325,30
246,0,3,female,3,0,0,0,0,M,0,1,2,-0.32690540802269913,0.35905506264650416,7
247,1,2,female,3,0,2,2,0,M,2,0,3,-0.4007606615739609,-0.4741635836773472,4
248,1,1,male,5,1,1,3,0,D,2,0,1,0.5593576345924423,-0.8136230321796569,17
249,0,2,male,6,1,0,2,0,M,1,0,5,1.8148969449638928,1.3774334081534336,13
250,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
251,0,3,female,4,1,1,1,0,G,2,0,3,-0.03148439381765197,0.7293744610126602,3
252,0,1,male,6,0,0,2,0,C,0,1,1,2.405738973373987,-0.042124285583498344,26
253,0,3,male,4,1,0,2,0,M,1,0,1,0.04237085973360981,0.8219543106041993,8
254,0,3,female,6,0,2,2,0,M,2,0,3,0.8547786487974894,1.8403326561111286,6
255,1,3,female,4,0,2,2,2,M,2,0,3,-0.03148439381765197,0.7293744610126602,5
256,1,1,female,5,0,0,3,2,M,0,1,3,0.8104654966667323,-0.7086992026425795,79
257,1,1,female,4,0,0,3,0,B,0,1,2,0.04237085973360981,-1.0296426812265813,86
258,1,1,female,5,0,0,5,2,M,0,1,2,0.4116471274899187,-0.8753429319073497,512
259,1,2,female,6,0,1,2,0,M,1,0,3,1.5194759307588455,1.1305538092426628,13
260,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
261,1,3,male,0,4,2,3,0,M,6,0,4,-1.9517209861504583,-1.6777016283673547,4
262,0,1,male,6,1,1,3,0,E,2,0,1,1.667186437861369,-0.3507237842219618,26
263,0,1,male,5,0,0,0,0,B,0,1,1,0.7809233952462277,-0.721043182588118,0
264,0,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
265,0,2,male,5,0,0,1,0,M,0,1,1,0.48550238104118054,0.2664752130549651,10
266,0,3,male,1,4,1,3,0,M,5,0,1,-0.9916026899840552,-0.4741635836773472,6
267,1,3,male,3,1,0,0,0,M,1,0,1,-0.32690540802269913,0.35905506264650416,3
268,1,1,female,6,0,1,4,0,C,1,0,3,2.1103179591689396,-0.16556408503888373,76
269,1,1,female,5,0,0,4,0,C,0,1,2,0.4116471274899187,-0.8753429319073497,135
270,0,1,male,6,0,0,2,0,M,0,1,1,0.8976486522956356,-0.6722702733205447,31
271,1,3,male,3,0,0,0,0,M,0,1,1,-0.32690540802269913,0.35905506264650416,0
272,1,2,female,6,0,1,2,0,M,1,0,3,0.8547786487974894,0.5750747116934285,9
273,0,1,male,5,0,1,2,2,C,1,0,1,0.5593576345924423,-0.8136230321796569,14
274,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
275,1,1,female,6,1,0,3,0,D,1,0,2,2.479594226925249,-0.011264335719652002,38
276,0,3,female,6,0,0,0,0,M,0,1,2,1.1501996630025366,2.2106520544772845,7
277,0,2,male,4,0,0,0,0,M,0,1,1,0.24682381773527334,0.0670145614959581,0
278,0,3,male,0,4,1,2,1,M,5,0,4,-1.6562999719454112,-1.3073822300011986,4
279,1,3,female,5,1,1,2,0,M,2,0,3,0.4116471274899187,1.2848535585618945,6
280,0,3,male,6,0,0,0,1,M,0,1,1,2.6273047340277724,4.062249046308065,7
281,0,3,male,4,0,0,0,0,M,0,1,1,-0.10533964736891376,0.6367946114211213,7
282,0,3,male,1,0,0,1,0,M,0,1,1,-0.9916026899840552,-0.4741635836773472,9
283,1,3,male,2,0,0,1,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,8
284,0,1,male,6,0,0,2,0,A,0,1,1,0.8976486522956356,-0.6722702733205447,26
285,0,3,male,4,0,0,1,2,M,0,1,1,0.2639366203873952,1.0996938593788164,8
286,1,3,male,4,0,0,1,0,M,0,1,1,0.04237085973360981,0.8219543106041993,9
287,0,3,male,2,0,0,0,0,M,0,1,1,-0.5484711686764845,0.08131551387188703,7
288,1,2,male,6,0,0,1,0,M,0,1,1,0.9286339023487512,0.6367946114211213,13
289,1,3,female,2,0,0,0,1,M,0,1,2,-0.5484711686764845,0.08131551387188703,7
290,1,1,female,3,0,0,3,0,M,0,1,2,-0.2530501544714373,-1.1530824806819668,78
291,1,1,female,2,1,0,3,2,B,1,0,3,-0.7700369293302698,-1.3691021297288912,45
292,0,2,male,5,0,0,1,2,D,0,1,1,0.48550238104118054,0.2664752130549651,12
293,0,3,female,3,0,0,1,0,M,0,1,2,-0.4007606615739609,0.2664752130549651,8
294,0,3,male,3,0,0,0,0,M,0,1,1,-0.4007606615739609,0.2664752130549651,7
295,0,1,male,6,0,0,2,2,M,0,1,1,0.8976486522956356,-0.6722702733205447,27
296,0,3,male,3,0,0,0,2,M,0,1,1,-0.4376882883495918,0.2201852882591956,7
297,0,1,female,0,1,2,4,0,C,3,0,2,-2.0255762397017203,-1.893721277414279,37
298,1,1,male,6,0,0,2,0,C,0,1,1,0.8976486522956356,-0.6722702733205447,30
299,1,1,female,6,0,1,4,2,B,1,0,3,1.5194759307588455,-0.41244368394965447,123
300,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
301,1,3,male,4,2,0,2,1,M,2,0,1,-0.05180265134485492,0.703904895404508,7
302,0,3,male,2,0,0,0,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,0
303,1,2,female,2,0,0,1,1,E,0,1,2,-0.5070674659280497,-0.5630028332853896,12
304,0,3,male,4,0,0,1,0,M,0,1,1,-0.05180265134485492,0.703904895404508,8
305,1,1,male,0,1,2,4,0,C,3,0,4,-2.1053399135370827,-1.927050023267233,37
306,1,1,female,4,0,0,4,2,M,0,1,2,0.023514199252436595,-1.0375218173620315,110
307,1,1,female,1,1,0,4,2,C,1,0,3,-0.9177474364327934,-1.4308220294565839,54
308,0,2,male,4,1,0,2,2,M,1,0,1,0.04237085973360981,-0.10384418531119104,12
309,1,1,female,4,0,0,3,2,E,0,1,2,0.04237085973360981,-1.0296426812265813,56
310,1,1,female,3,0,0,3,2,C,0,1,2,-0.4007606615739609,-1.2148023804096595,83
311,1,1,female,1,2,2,5,2,B,4,0,2,-0.8438921828815316,-1.3999620795927374,52
312,0,2,female,3,1,1,2,0,M,2,0,3,-0.2530501544714373,-0.3507237842219618,8
313,0,3,male,4,0,0,0,0,M,0,1,1,-0.10533964736891376,0.6367946114211213,7
314,0,2,male,6,1,1,2,0,M,2,0,1,1.002489155900013,0.6985145111488139,8
315,1,3,female,3,0,0,0,0,M,0,1,2,-0.2530501544714373,0.4516349122380432,7
316,1,2,female,3,1,0,2,0,M,1,0,3,-0.4007606615739609,-0.4741635836773472,13
317,0,2,male,6,0,0,1,0,M,0,1,5,1.8148969449638928,1.3774334081534336,14
318,1,1,female,4,0,2,4,0,C,2,0,2,0.11622611328487159,-0.998782731362735,54
319,1,1,female,5,1,1,4,2,E,2,0,3,0.7809233952462277,-0.721043182588118,44
320,0,3,male,2,0,0,0,0,M,0,1,1,-0.5484711686764845,0.08131551387188703,7
321,0,3,male,3,0,0,0,0,M,0,1,1,-0.17919490092017554,0.5442147618295822,7
322,1,2,female,4,0,0,1,1,M,0,1,2,0.04237085973360981,-0.10384418531119104,12
323,1,2,female,2,1,1,2,0,M,2,0,3,-0.5484711686764845,-0.5976033831327325,9
324,0,3,male,4,8,2,3,0,M,10,0,1,-0.05180265134485492,0.703904895404508,6
325,1,1,female,5,0,0,4,2,C,0,1,2,0.48550238104118054,-0.8444829820435034,135
326,0,3,male,6,0,0,0,0,M,0,1,1,2.3318837198227254,3.691929647941909,6
327,1,2,female,5,0,0,1,0,D,0,1,3,0.48550238104118054,0.2664752130549651,13
328,1,3,female,4,1,1,2,0,M,2,0,3,0.11622611328487159,0.9145341601957383,6
329,1,1,female,1,0,1,3,2,B,1,0,2,-0.9916026899840552,-1.4616819793204303,28
330,1,3,female,1,2,0,2,1,M,2,0,2,-0.9825045790393345,-0.46275881959723003,7
331,0,1,male,6,0,0,2,0,C,0,1,1,1.1871272897781675,-0.551313458336963,28
332,0,1,male,5,0,1,4,0,C,1,0,1,0.6332128881437041,-0.7827630823158106,76
333,0,3,male,1,2,0,2,0,M,2,0,1,-0.9916026899840552,-0.4741635836773472,6
334,1,1,female,5,1,0,4,0,M,1,0,3,0.8104654966667323,-0.7086992026425795,66
335,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
336,0,1,male,4,1,0,3,0,C,1,0,1,-0.03148439381765197,-1.0605026310904277,33
337,1,1,female,6,0,0,4,2,E,0,1,2,0.8547786487974894,-0.6901832327242716,134
338,1,3,male,6,0,0,1,0,M,0,1,1,1.1501996630025366,2.2106520544772845,8
339,0,1,male,6,0,0,3,0,A,0,1,1,1.1501996630025366,-0.5667434332688862,35
340,1,2,male,0,1,1,2,0,F,2,0,4,-2.0255762397017203,-1.8320013776865864,8
341,1,1,female,3,3,2,5,0,C,5,0,2,-0.4007606615739609,-1.2148023804096595,43
342,0,2,male,4,0,0,1,0,M,0,1,1,-0.10533964736891376,-0.2272839847665764,13
343,0,2,male,3,0,0,1,0,M,0,1,1,-0.32690540802269913,-0.41244368394965447,13
344,0,2,male,5,0,0,1,0,M,0,1,1,0.48550238104118054,0.2664752130549651,13
345,1,2,female,3,0,0,1,0,F,0,1,2,-0.4007606615739609,-0.4741635836773472,13
346,1,2,female,5,0,0,1,0,M,0,1,2,0.7809233952462277,0.5133548119657358,13
347,1,3,female,4,1,0,2,0,M,1,0,3,0.301983266156227,1.1473865091683972,8
348,1,3,male,0,1,1,2,0,M,2,0,4,-1.9517209861504583,-1.6777016283673547,5
349,0,3,male,6,0,0,1,0,M,0,1,1,0.9286339023487512,1.9329125057026677,8
350,0,3,male,3,0,0,1,0,M,0,1,1,-0.47461591512522266,0.17389536346342607,9
351,0,1,male,6,0,0,3,0,C,0,1,1,0.8976486522956356,-0.6722702733205447,35
352,0,3,male,1,1,1,0,2,M,2,0,1,-1.0654579435353169,-0.5667434332688862,2
353,0,3,male,3,1,0,2,0,M,1,0,1,-0.32690540802269913,0.35905506264650416,8
354,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
355,0,3,male,4,0,0,1,0,M,0,1,1,-0.10533964736891376,0.6367946114211213,9
356,1,1,female,2,0,1,3,0,E,1,0,2,-0.5484711686764845,-1.2765222801373521,27
357,0,2,female,5,0,0,1,0,M,0,1,2,0.6332128881437041,0.3899150125103505,13
358,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
359,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
360,0,3,male,5,1,4,2,0,M,5,0,1,0.7809233952462277,1.7477528065195898,4
361,0,2,male,4,1,0,2,2,M,1,0,1,-0.03148439381765197,-0.16556408503888373,13
362,0,3,female,6,0,1,2,2,M,1,0,3,1.1501996630025366,2.2106520544772845,7
363,0,3,male,5,0,0,0,0,M,0,1,1,0.4116471274899187,1.2848535585618945,7
364,0,3,male,4,1,0,2,1,M,1,0,1,-0.05180265134485492,0.703904895404508,7
365,0,3,male,4,0,0,0,0,M,0,1,1,0.04237085973360981,0.8219543106041993,7
366,1,1,female,6,1,0,3,2,D,1,0,3,2.258028466271463,-0.10384418531119104,37
367,1,3,female,4,0,0,0,2,M,0,1,3,0.301983266156227,1.1473865091683972,7
368,1,3,female,1,0,0,0,1,M,0,1,2,-0.9825045790393345,-0.46275881959723003,7
369,1,1,female,3,0,0,3,2,B,0,1,3,-0.4007606615739609,-1.2148023804096595,69
370,1,1,male,3,1,0,3,2,E,1,0,1,-0.32690540802269913,-1.183942430545813,27
371,0,3,male,1,1,0,0,0,M,1,0,1,-0.8438921828815316,-0.2890038844942691,3
372,0,3,male,2,0,0,1,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,8
373,0,1,male,2,0,0,4,2,M,0,1,1,-0.5484711686764845,-1.2765222801373521,135
374,0,3,female,0,3,1,2,0,M,4,0,2,-1.9517209861504583,-1.6777016283673547,4
375,1,1,female,5,1,0,3,2,M,1,0,3,0.8104654966667323,-0.7086992026425795,41
376,1,3,female,2,0,0,0,0,M,0,1,2,-0.5484711686764845,0.08131551387188703,7
377,0,1,male,3,0,2,4,2,C,2,0,1,-0.17919490092017554,-1.1222225308181204,70
378,0,3,male,2,0,0,0,2,M,0,1,1,-0.696181675779008,-0.10384418531119104,4
379,0,3,male,2,0,0,0,0,M,0,1,1,-0.7700369293302698,-0.19642403490273008,7
380,1,1,female,6,0,0,4,2,M,0,1,2,0.9286339023487512,-0.6593232828604253,227
381,1,3,female,0,0,2,2,2,M,2,0,2,-2.099431493252982,-1.8628613275504327,5
382,0,3,male,4,0,0,1,0,M,0,1,1,0.1900813668361334,1.0071140097872773,7
383,1,1,female,5,1,0,3,0,M,1,0,3,0.4116471274899187,-0.8753429319073497,26
384,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
385,0,2,male,1,0,0,3,0,M,0,1,1,-0.8438921828815316,-0.8444829820435034,73
386,0,3,male,0,5,2,3,0,M,7,0,4,-2.099431493252982,-1.8628613275504327,5
387,1,2,female,5,0,0,1,0,M,0,1,2,0.48550238104118054,0.2664752130549651,13
388,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
389,1,2,female,1,0,0,1,2,M,0,1,2,-0.9177474364327934,-0.906202881771196,12
390,1,1,male,5,1,2,4,0,B,3,0,1,0.48550238104118054,-0.8444829820435034,30
391,1,3,male,2,0,0,0,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,7
392,0,3,male,4,2,0,1,0,M,2,0,1,-0.10533964736891376,0.6367946114211213,2
393,1,1,female,3,1,0,4,2,D,1,0,2,-0.47461591512522266,-1.2456623302735057,56
394,1,3,female,3,0,2,2,0,G,2,0,3,-0.4007606615739609,0.2664752130549651,5
395,0,3,male,2,0,0,0,0,M,0,1,1,-0.5484711686764845,0.08131551387188703,7
396,0,3,female,4,0,0,0,0,M,0,1,2,0.11622611328487159,0.9145341601957383,7
397,0,2,male,6,0,0,2,0,M,0,1,1,1.2240549165537984,0.883674210331892,26
398,0,2,male,3,0,0,1,0,M,0,1,5,-0.47461591512522266,-0.5358834834050399,10
399,1,2,female,4,0,0,1,0,M,0,1,3,-0.10533964736891376,-0.2272839847665764,12
400,1,3,male,5,0,0,1,0,M,0,1,1,0.7070681416949659,1.6551729569280507,7
401,0,3,male,3,0,0,1,0,M,0,1,1,-0.2530501544714373,0.4516349122380432,8
402,0,3,female,2,1,0,1,0,M,1,0,2,-0.6223264222277463,-0.011264335719652002,4
403,0,3,male,4,1,0,2,0,M,1,0,1,-0.10533964736891376,0.6367946114211213,7
404,0,3,female,2,0,0,1,0,M,0,1,2,-0.696181675779008,-0.10384418531119104,8
405,0,2,male,5,1,0,2,0,M,1,0,1,0.33779187393865695,0.14303541359957972,10
406,0,3,male,6,0,0,0,0,M,0,1,1,1.5933311843101072,2.766131152026519,7
407,1,2,male,0,1,1,2,0,M,2,0,4,-1.9517209861504583,-1.7702814779588936,6
408,0,3,male,2,0,0,0,0,M,0,1,1,-0.6223264222277463,-0.011264335719652002,7
409,0,3,female,1,3,1,2,0,M,4,0,2,-0.9825045790393345,-0.46275881959723003,5
410,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
411,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,6
412,1,1,female,4,1,0,3,1,C,1,0,2,0.2639366203873952,-0.9370628316350423,45
413,0,2,male,4,0,0,0,0,M,0,1,1,0.24682381773527334,0.0670145614959581,0
414,1,3,male,6,0,0,1,0,M,0,1,1,1.0763444094512749,2.1180722048857454,7
415,0,3,female,4,0,0,1,0,M,0,1,3,0.301983266156227,1.1473865091683972,8
416,1,2,female,5,1,1,3,0,M,2,0,3,0.33779187393865695,0.14303541359957972,10
417,1,2,female,1,0,2,1,0,M,2,0,2,-0.8438921828815316,-0.8444829820435034,4
418,0,2,male,4,0,0,1,0,M,0,1,1,0.04237085973360981,-0.10384418531119104,13
419,0,3,female,0,0,2,2,0,M,2,0,2,-1.434734211291626,-1.0296426812265813,8
420,0,3,male,4,0,0,0,2,M,0,1,1,-0.05180265134485492,0.703904895404508,7
421,0,3,male,2,0,0,0,1,M,0,1,1,-0.6223264222277463,-0.011264335719652002,7
422,0,3,male,4,0,0,0,0,M,0,1,1,-0.03148439381765197,0.7293744610126602,7
423,0,3,female,4,1,1,1,0,M,2,0,3,-0.10533964736891376,0.6367946114211213,4
424,0,3,male,1,1,1,2,0,M,2,0,1,-0.8438921828815316,-0.2890038844942691,6
425,0,3,male,4,0,0,0,0,M,0,1,1,-0.05180265134485492,0.703904895404508,7
426,1,2,female,4,1,0,2,0,M,1,0,3,-0.10533964736891376,-0.2272839847665764,13
427,1,2,female,2,0,0,2,0,M,0,1,2,-0.7700369293302698,-0.7827630823158106,26
428,0,3,male,4,0,0,0,1,M,0,1,1,-0.05180265134485492,0.703904895404508,7
429,1,3,male,4,0,0,1,0,E,0,1,1,0.1900813668361334,1.0071140097872773,8
430,1,1,male,4,0,0,2,0,C,0,1,1,-0.10533964736891376,-1.0913625809542742,26
431,1,3,female,4,1,0,2,0,M,1,0,3,0.301983266156227,1.1473865091683972,8
432,1,2,female,6,1,0,2,0,M,1,0,3,0.9286339023487512,0.6367946114211213,13
433,0,3,male,1,0,0,0,0,M,0,1,1,-0.9177474364327934,-0.38158373408580815,7
434,0,1,male,6,1,0,3,0,E,1,0,1,1.5194759307588455,-0.41244368394965447,27
435,1,1,female,1,1,2,4,0,B,3,0,2,-1.1393131970865789,-1.523401879048123,30
436,0,3,female,2,2,2,3,0,M,4,0,2,-0.6223264222277463,-0.011264335719652002,6
437,1,2,female,3,2,3,2,0,M,5,0,3,-0.4007606615739609,-0.4741635836773472,3
438,0,1,male,6,1,4,5,0,C,5,0,1,2.5534494804765107,0.019595614144194345,43
439,0,2,male,4,0,0,1,0,M,0,1,1,0.11622611328487159,-0.042124285583498344,10
440,1,2,female,6,1,1,2,0,M,2,0,3,1.1501996630025366,0.8219543106041993,8
441,0,3,male,2,0,0,1,0,M,0,1,1,-0.696181675779008,-0.10384418531119104,9
442,0,3,male,3,1,0,0,0,M,1,0,1,-0.32690540802269913,0.35905506264650416,3
443,1,2,female,4,0,0,1,0,M,0,1,2,-0.10533964736891376,-0.2272839847665764,13
